chr	pos	strand	Zm_shoot_1	Zm_shoot_2	Zm_root_1	Zm_root_2
7	165425093	-	1	0	0	0
7	165425300	-	2	0	0	0
7	165425302	-	2	0	0	0
7	165426098	-	1	0	0	0
7	165426105	-	0	1	0	0
7	165426106	-	0	7	0	0
7	165441502	+	1	0	0	0
7	165506019	-	0	1	0	0
7	165538892	+	0	2	0	0
7	165538895	+	1	20	0	0
7	165539510	+	1	0	0	0
7	165541688	+	0	1	0	0
7	165576253	+	0	1	0	0
7	165581679	+	0	1	0	0
7	165706749	+	1	0	0	0
7	165789968	+	0	1	0	0
7	165793867	-	0	5	0	0
7	165793870	-	0	7	0	0
7	165827687	+	0	2	0	0
7	165828917	+	1	0	0	0
7	165837465	+	37	40	0	0
7	165837834	+	1	0	0	0
7	165858710	-	0	1	0	0
7	165875690	+	1	0	0	0
7	165875823	-	0	2	0	0
7	165876169	-	0	1	0	0
7	165876392	-	1	0	0	0
7	165878936	+	0	3	0	0
7	165879061	-	0	3	0	0
7	165984740	-	1	0	0	0
7	166161131	+	0	1	0	0
7	166194082	-	1	0	0	0
7	166203466	-	1	0	0	0
7	166410520	+	0	6	0	0
7	166415825	-	1	3	0	0
7	166505607	-	0	1	0	0
7	166506512	-	0	1	0	0
7	166585118	-	0	1	0	0
7	166592291	-	0	2	0	0
7	166605009	-	3	7	0	0
7	166705455	-	0	3	0	0
7	166707700	+	1	1	0	0
7	166726092	+	1	1	0	0
7	166738387	-	1	0	0	0
7	166738952	-	0	1	0	0
7	166739849	-	1	0	0	0
7	166795938	+	0	1	0	0
7	166884858	-	1	1	0	0
7	166894497	+	1	0	0	0
7	167024685	-	0	1	0	0
7	167066311	-	0	1	0	0
7	167137090	+	0	2	0	0
7	167139753	+	0	1	0	0
7	167189733	-	1	1	0	0
7	167259096	+	1	0	0	0
7	167262153	-	0	1	0	0
7	167381271	+	0	1	0	0
7	167382591	+	1	1	0	0
7	167549283	-	0	1	0	0
7	167629736	-	1	1	0	0
7	167667507	+	0	3	0	0
7	167752840	+	0	1	0	0
7	167763168	-	9	19	0	0
7	167844293	+	0	1	0	0
7	167850496	-	0	4	0	0
7	167850499	-	0	1	0	0
7	167862549	+	1	0	0	0
7	167862593	+	1	4	0	0
7	167862594	+	0	3	0	0
7	167862596	+	0	1	0	0
7	167863488	+	1	0	0	0
7	167863523	+	2	0	0	0
7	167863679	+	0	2	0	0
7	167863683	+	0	1	0	0
7	167883958	-	0	1	0	0
7	167904276	-	0	1	0	0
7	167986153	-	0	1	0	0
7	167986173	+	0	2	0	0
7	168019792	+	0	2	0	0
7	168022599	+	0	2	0	0
7	168047005	-	0	1	0	0
7	168117823	+	7	1	0	0
7	168122324	+	1	3	0	0
7	168123588	+	1	0	0	0
7	168330614	+	1	0	0	0
7	168333728	+	1	0	0	0
7	168335467	-	0	3	0	0
7	168441574	+	0	1	0	0
7	168441765	+	0	1	0	0
7	168441768	+	16	113	0	0
7	168441899	+	0	3	0	0
7	168442114	+	0	2	0	0
7	168442378	-	0	1	0	0
7	168442428	-	1	0	0	0
7	168442432	-	1	0	0	0
7	168442501	-	0	1	0	0
7	168444383	-	1	0	0	0
7	168444384	-	0	2	0	0
7	168444449	-	0	1	0	0
7	168522652	+	1	0	0	0
7	168522788	+	1	0	0	0
7	168632356	+	1	0	0	0
7	168632523	+	1	0	0	0
7	168721030	-	0	2	0	0
7	168732886	+	1	2	0	0
7	168734273	+	0	3	0	0
7	168904926	+	0	1	0	0
7	168908051	-	0	2	0	0
7	168956339	-	1	0	0	0
7	168960957	-	0	1	0	0
7	168998949	-	1	0	0	0
7	169000799	-	1	0	0	0
7	169147356	-	3	13	0	0
7	169191129	-	1	0	0	0
7	169232252	-	0	24	0	0
7	169257628	+	0	1	0	0
7	169257890	-	0	1	0	0
7	169292409	-	0	1	0	0
7	169304168	+	0	1	0	0
7	169304171	+	1	0	0	0
7	169304803	-	0	1	0	0
7	169308350	-	0	1	0	0
7	169384021	+	0	1	0	0
7	169448151	-	1	0	0	0
7	169484662	-	1	0	0	0
7	169486894	+	0	1	0	0
7	169486922	-	0	9	0	0
7	169497369	-	0	1	0	0
7	169579960	+	1	1	0	0
7	169790373	-	4	4	0	0
7	169790374	-	0	4	0	0
7	169790375	-	0	4	0	0
7	169878667	-	1	0	0	0
7	169979082	+	2	0	0	0
7	169979210	-	0	7	0	0
7	169979238	-	1	0	0	0
7	170067226	+	1	0	0	0
7	170068372	+	1	0	0	0
7	170111403	+	1	0	0	0
7	170166879	-	0	2	0	0
7	170291928	+	3	5	0	0
7	170292798	+	0	3	0	0
7	170428429	-	0	3	0	0
7	170477695	+	11	0	0	0
7	170527596	-	0	3	0	0
7	170538549	-	2	1	0	0
7	170538898	+	1	0	0	0
7	170581342	+	1	0	0	0
7	170698306	-	0	2	0	0
7	170703676	-	0	2	0	0
7	170859534	-	0	3	0	0
7	170862366	+	1	0	0	0
7	170876508	-	1	0	0	0
7	170896446	+	0	12	0	0
7	170896609	-	0	2	0	0
7	170898076	+	0	3	0	0
7	170987364	-	1	0	0	0
7	170994787	-	0	1	0	0
7	171003494	-	0	1	0	0
7	171015396	-	1	0	0	0
7	171020320	-	1	0	0	0
7	171020597	-	0	4	0	0
7	171020598	-	0	3	0	0
7	171031290	-	0	1	0	0
7	171221830	+	0	1	0	0
7	171226322	-	1	2	0	0
7	171226323	-	0	1	0	0
7	171231148	+	1	0	0	0
7	171386479	-	0	1	0	0
7	171401147	-	0	1	0	0
7	171524613	+	2	0	0	0
7	171524712	+	0	1	0	0
7	171578352	+	0	1	0	0
7	171578681	-	1	0	0	0
7	171578767	-	0	1	0	0
7	171578872	-	0	1	0	0
7	171578901	-	0	1	0	0
7	171597176	-	1	0	0	0
7	171710669	+	0	1	0	0
7	171736819	+	0	2	0	0
7	171737235	+	1	23	0	0
7	171743767	+	0	1	0	0
7	171771109	+	0	1	0	0
7	171783833	+	0	2	0	0
7	171784642	-	0	1	0	0
7	171784644	+	0	1	0	0
7	171787222	+	0	1	0	0
7	171788544	+	0	1	0	0
7	171790996	+	0	2	0	0
7	171815377	-	0	5	0	0
7	171829321	-	0	2	0	0
7	171863385	-	1	0	0	0
7	171944581	-	0	2	0	0
7	171965757	+	0	1	0	0
7	172152967	+	0	1	0	0
7	172164810	-	0	1	0	0
7	172204824	+	0	1	0	0
7	172239837	-	4	9	0	0
7	172265751	-	0	1	0	0
7	172265752	-	0	1	0	0
7	172282140	+	21	71	0	0
7	172283643	+	1	0	0	0
7	172381292	+	0	1	0	0
7	172381470	+	0	1	0	0
7	172384034	+	0	1	0	0
7	172419870	-	0	2	0	0
7	172491056	+	5	6	0	0
7	172504674	+	0	1	0	0
7	172504908	+	3	7	0	0
7	172505686	-	0	1	0	0
7	172537566	+	1	0	0	0
7	172543296	+	0	1	0	0
7	172549784	-	1	0	0	0
7	172549785	-	1	0	0	0
7	172554670	+	4	20	0	0
7	172613805	+	55	52	0	0
7	172632622	+	2919	642	0	0
7	172706596	-	0	1	0	0
7	172706597	-	0	2	0	0
7	172716940	+	0	1	0	0
7	172716993	-	0	1	0	0
7	172717244	-	0	2	0	0
7	172751586	-	0	1	0	0
7	172759168	+	1	0	0	0
7	172764172	+	0	3	0	0
7	172765047	+	0	1	0	0
7	172769473	+	1	0	0	0
7	172772726	-	1	0	0	0
7	172779314	+	0	4	0	0
7	172779540	+	0	1	0	0
7	172780235	-	0	2	0	0
7	172780355	+	0	1	0	0
7	172784608	+	3	11	0	0
7	172820485	+	0	2	0	0
7	172820501	+	19	40	0	0
7	172820506	+	0	2	0	0
7	172820509	+	1	0	0	0
7	172820528	+	0	1	0	0
7	172820615	+	0	1	0	0
7	172820728	+	0	2	0	0
7	172821070	+	0	2	0	0
7	172821371	+	1	1	0	0
7	172903996	+	0	1	0	0
7	172920978	+	0	1	0	0
7	172921793	+	0	1	0	0
7	172968243	-	1	0	0	0
7	172969332	-	1	0	0	0
7	172969724	-	0	1	0	0
7	172978279	+	1	0	0	0
7	172980360	+	0	1	0	0
7	172982545	+	0	1	0	0
7	173007443	-	0	1	0	0
7	173025155	-	0	7	0	0
7	173083876	-	0	5	0	0
7	173083930	+	0	1	0	0
7	173122508	+	0	1	0	0
7	173217192	-	0	1	0	0
7	173222210	-	0	1	0	0
7	173231961	+	0	1	0	0
7	173258088	-	0	1	0	0
7	173264984	-	0	1	0	0
7	173265861	-	0	1	0	0
7	173272153	+	1	8	0	0
7	173292116	-	1	0	0	0
7	173293089	-	0	1	0	0
7	173294759	+	0	1	0	0
7	173313747	-	7	0	0	0
7	173322801	-	1	0	0	0
7	173326295	-	0	3	0	0
7	173326296	-	1	8	0	0
7	173326297	-	0	5	0	0
7	173326298	-	1	0	0	0
7	173326299	-	0	1	0	0
7	173326301	-	0	3	0	0
7	173326302	-	1	7	0	0
7	173326537	-	0	1	0	0
7	173363901	+	0	1	0	0
7	173369189	+	0	1	0	0
7	173487102	-	0	1	0	0
7	173487917	-	0	2	0	0
7	173488305	-	0	1	0	0
7	173489119	-	0	1	0	0
7	173507275	-	0	1	0	0
7	173527992	+	0	2	0	0
7	173531913	-	0	3	0	0
7	173557514	-	0	1	0	0
7	173595831	-	0	1	0	0
7	173596329	-	0	2	0	0
7	173596657	+	1	0	0	0
7	173597040	-	2	0	0	0
7	173641662	+	0	3	0	0
7	173642240	+	2	0	0	0
7	173644583	-	0	1	0	0
7	173681509	-	0	1	0	0
7	173692243	+	0	3	0	0
7	173788292	-	0	1	0	0
7	173792282	-	0	1	0	0
7	173848400	-	1	0	0	0
7	173849191	-	0	1	0	0
7	173849194	-	1	6	0	0
7	173849257	-	0	1	0	0
7	173849324	-	1	0	0	0
7	173849366	-	1	0	0	0
7	173849414	-	0	2	0	0
7	173849416	-	0	2	0	0
7	173849451	-	0	1	0	0
7	173849465	-	1	0	0	0
7	173861099	+	2	0	0	0
7	173861282	-	1	0	0	0
7	173864789	+	1	0	0	0
7	173881569	-	0	2	0	0
7	173882655	-	0	1	0	0
7	173931913	+	1	7	0	0
7	173996306	+	1	0	0	0
7	174003333	-	1	0	0	0
7	174136652	+	1	0	0	0
7	174193315	-	0	2	0	0
7	174198336	+	0	1	0	0
7	174221889	+	4	20	0	0
7	174222312	+	0	1	0	0
7	174267097	+	1	0	0	0
7	174269015	-	0	2	0	0
7	174271703	-	0	2	0	0
7	174272395	+	0	1	0	0
7	174322367	-	0	1	0	0
7	174322369	-	8	9	0	0
7	174322370	-	1	0	0	0
7	174322959	-	2	0	0	0
7	174371412	-	0	1	0	0
7	174371699	-	1	0	0	0
7	174375128	-	0	2	0	0
7	174375129	-	0	1	0	0
7	174448800	-	0	3	0	0
7	174449257	+	0	2	0	0
7	174449311	+	0	1	0	0
7	174449496	-	1	1	0	0
7	174449661	-	1	0	0	0
7	174449672	-	0	2	0	0
7	174449676	-	0	1	0	0
7	174449749	-	0	3	0	0
7	174545313	-	1	0	0	0
7	174546895	-	1	0	0	0
7	174550355	+	1	1	0	0
7	174591541	+	1	0	0	0
7	174614884	+	0	1	0	0
7	174618918	+	1	0	0	0
7	174619974	-	1	0	0	0
7	174620133	-	0	1	0	0
7	174620737	-	0	1	0	0
7	174628723	-	5	0	0	0
7	174630573	-	0	5	0	0
7	174630765	-	0	1	0	0
7	174630766	-	0	4	0	0
7	174631332	+	0	1	0	0
7	174794874	+	0	2	0	0
7	174806035	-	1	0	0	0
7	174806090	-	1	0	0	0
7	174806664	-	1	0	0	0
7	174807882	+	0	1	0	0
7	174812990	-	2	31	0	0
7	174830339	+	0	1	0	0
7	174831573	+	0	4	0	0
7	174845303	-	1	0	0	0
7	174853928	+	0	1	0	0
7	174923624	+	0	2	0	0
7	175213743	-	0	1	0	0
7	175213752	-	0	2	0	0
7	175231612	-	0	1	0	0
7	175231728	-	1	0	0	0
7	175254046	-	0	2	0	0
7	175331070	+	0	1	0	0
7	175335605	+	0	3	0	0
7	175336184	+	0	1	0	0
7	175393660	-	0	1	0	0
7	175506792	+	1	0	0	0
7	175611853	-	0	1	0	0
7	175686306	+	1	0	0	0
7	175686382	+	0	1	0	0
7	175686385	+	0	3	0	0
7	175717573	-	0	1	0	0
7	175766766	+	1	2	0	0
7	176068255	+	0	1	0	0
7	176164434	-	0	1	0	0
7	176173891	-	1	0	0	0
7	176174801	-	1	0	0	0
7	176192785	-	1	0	0	0
7	176193153	-	1	0	0	0
7	176193156	-	0	5	0	0
7	176261320	+	7	46	0	0
7	176393993	+	0	1	0	0
7	176438405	-	0	1	0	0
7	176595002	+	0	2	0	0
7	176600129	-	1	1	0	0
8	18387	-	0	1	0	0
8	65831	-	1	0	0	0
8	96983	-	0	1	0	0
8	168052	-	0	1	0	0
8	172231	+	0	2	0	0
8	173569	-	1	0	0	0
8	174145	-	0	1	0	0
8	367486	+	0	7	0	0
8	399346	+	0	3	0	0
8	403522	-	0	1	0	0
8	502445	+	0	1	0	0
8	600612	-	0	1	0	0
8	616177	+	0	1	0	0
8	645992	-	0	9	0	0
8	668277	-	0	1	0	0
8	775922	-	64	148	0	0
8	775923	-	0	1	0	0
8	852349	+	1	0	0	0
8	873776	+	0	1	0	0
8	881485	-	0	1	0	0
8	882022	+	1	0	0	0
8	935392	+	0	1	0	0
8	935581	+	1	0	0	0
8	936422	+	0	1	0	0
8	957792	-	0	1	0	0
8	1092435	+	0	1	0	0
8	1373737	-	0	1	0	0
8	1448699	+	0	1	0	0
8	1448702	+	0	2	0	0
8	1519056	+	0	1	0	0
8	1522980	+	0	2	0	0
8	1746133	-	1	0	0	0
8	1746644	-	0	2	0	0
8	1747000	-	0	1	0	0
8	1747901	-	0	3	0	0
8	1748996	+	1	0	0	0
8	1830889	+	0	1	0	0
8	1830892	+	0	10	0	0
8	1887473	+	0	6	0	0
8	1889250	+	0	5	0	0
8	1889471	-	2	0	0	0
8	1889472	-	1	0	0	0
8	1889505	-	3	0	0	0
8	1889506	-	0	1	0	0
8	1889707	-	0	3	0	0
8	1889923	+	1	0	0	0
8	1890011	+	0	4	0	0
8	1890050	-	0	1	0	0
8	1890282	+	1	4	0	0
8	1890541	-	2	0	0	0
8	1890671	-	0	4	0	0
8	1890681	-	0	1	0	0
8	1909929	+	0	1	0	0
8	2079904	-	1	1	0	0
8	2154391	+	1	0	0	0
8	2154527	+	1	0	0	0
8	2421202	-	1	0	0	0
8	2678272	+	0	1	0	0
8	2680659	-	2	0	0	0
8	2760527	-	0	1	0	0
8	2763621	+	1	1	0	0
8	3004248	-	1	0	0	0
8	3045821	-	0	1	0	0
8	3046093	+	0	2	0	0
8	3067107	+	1	0	0	0
8	3103350	+	0	1	0	0
8	3103354	+	0	2	0	0
8	3157057	+	4	31	0	0
8	3164344	-	0	2	0	0
8	3167825	-	1	0	0	0
8	3167969	-	0	3	0	0
8	3167987	-	0	1	0	0
8	3242996	+	0	1	0	0
8	3243718	-	0	1	0	0
8	3292715	+	0	1	0	0
8	3292718	+	0	2	0	0
8	3297123	+	0	1	0	0
8	3395584	-	0	1	0	0
8	3429552	+	0	5	0	0
8	3480670	+	0	1	0	0
8	3794131	-	0	1	0	0
8	3798495	-	0	1	0	0
8	3805430	-	0	2	0	0
8	3929412	+	0	2	0	0
8	3978333	+	4	12	0	0
8	4109764	-	0	1	0	0
8	4110571	-	0	1	0	0
8	4111121	-	0	1	0	0
8	4111845	-	0	1	0	0
8	4111847	-	1	0	0	0
8	4174661	+	0	4	0	0
8	4176292	+	0	2	0	0
8	4181569	+	1	4	0	0
8	4233287	+	0	2	0	0
8	4233331	+	0	1	0	0
8	4282826	+	0	3	0	0
8	4284024	-	1	0	0	0
8	4349655	-	0	2	0	0
8	4354352	-	0	2	0	0
8	4433716	-	0	6	0	0
8	4512958	+	0	3	0	0
8	4542968	+	0	1	0	0
8	4542971	+	1	0	0	0
8	4559187	-	1	0	0	0
8	4644374	-	1	0	0	0
8	4786588	-	1	0	0	0
8	4797503	-	0	1	0	0
8	4800940	+	0	1	0	0
8	4881120	+	0	1	0	0
8	4886529	-	1	1	0	0
8	4916895	+	0	2	0	0
8	4955767	+	1	0	0	0
8	4957979	-	0	2	0	0
8	4961319	+	1	0	0	0
8	5120723	+	1	0	0	0
8	5123035	-	1	0	0	0
8	5162119	+	0	2	0	0
8	5187885	-	0	1	0	0
8	5187952	-	0	1	0	0
8	5296500	-	0	4	0	0
8	5320144	+	0	1	0	0
8	5331063	-	54	54	0	0
8	5331064	-	2	2	0	0
8	5379431	-	1	0	0	0
8	5494657	-	0	1	0	0
8	5534085	-	0	6	0	0
8	5604911	-	0	2	0	0
8	5679219	+	1	0	0	0
8	5679255	+	0	1	0	0
8	5679762	-	1	0	0	0
8	5905035	-	1	4	0	0
8	5905036	-	0	1	0	0
8	5905652	-	2	5	0	0
8	5919748	+	1	0	0	0
8	5975693	-	1	12	0	0
8	5997779	-	0	1	0	0
8	6141707	-	1	0	0	0
8	6151393	-	0	1	0	0
8	6291592	-	1	0	0	0
8	6591618	+	0	1	0	0
8	6591951	+	1	0	0	0
8	6706848	+	0	1	0	0
8	6804637	-	3	0	0	0
8	6811124	-	0	3	0	0
8	6856593	+	1	0	0	0
8	6891718	+	1	0	0	0
8	6920389	+	1	1	0	0
8	6934578	-	0	3	0	0
8	7038520	-	3	0	0	0
8	7039893	+	18	1	0	0
8	7103608	-	2	0	0	0
8	7284083	+	14	16	0	0
8	7300024	+	1	0	0	0
8	7300103	+	0	1	0	0
8	7394661	-	1	0	0	0
8	7428362	+	0	1	0	0
8	7431415	-	0	2	0	0
8	7434716	+	0	2	0	0
8	7592357	+	0	2	0	0
8	7621429	+	0	2	0	0
8	7623603	-	0	3	0	0
8	7673515	+	0	1	0	0
8	7749439	-	1	0	0	0
8	7749569	-	1	0	0	0
8	7772711	-	0	1	0	0
8	7772823	+	0	1	0	0
8	7795691	+	0	1	0	0
8	7980800	-	0	1	0	0
8	8103354	-	0	1	0	0
8	8115317	-	0	2	0	0
8	8139350	-	1	0	0	0
8	8140189	-	0	1	0	0
8	8201516	-	0	1	0	0
8	8282979	+	0	1	0	0
8	8288910	+	0	1	0	0
8	8292899	-	1	0	0	0
8	8293326	+	0	1	0	0
8	8294237	+	0	1	0	0
8	8302900	+	1	0	0	0
8	8309368	+	0	1	0	0
8	8318493	+	0	2	0	0
8	8353852	+	1	0	0	0
8	8354032	+	0	1	0	0
8	8355184	-	1	0	0	0
8	8400975	+	0	2	0	0
8	8410110	+	0	1	0	0
8	8458160	+	0	2	0	0
8	8617194	+	0	3	0	0
8	8860565	+	1	5	0	0
8	8861199	-	4	24	0	0
8	9207555	-	0	1	0	0
8	9292029	-	0	1	0	0
8	9437716	+	0	1	0	0
8	9439330	+	27	12	0	0
8	9921679	-	1	0	0	0
8	10004093	-	0	1	0	0
8	10006318	-	0	2	0	0
8	10080607	-	1	0	0	0
8	10084609	+	0	1	0	0
8	10086044	+	0	1	0	0
8	10123361	-	3	4	0	0
8	10126094	+	1	0	0	0
8	10155796	-	0	2	0	0
8	10365190	-	0	1	0	0
8	10365366	-	0	2	0	0
8	10390078	+	0	1	0	0
8	10392793	-	3	11	0	0
8	10507201	+	0	4	0	0
8	10531583	-	0	1	0	0
8	10643531	-	478	41	0	0
8	10756417	+	0	1	0	0
8	10856796	+	1	0	0	0
8	10863722	+	0	2	0	0
8	10863876	+	1	0	0	0
8	10866551	+	0	1	0	0
8	10871437	+	1	0	0	0
8	11007128	+	0	1	0	0
8	11056703	-	1	0	0	0
8	11167627	+	0	1	0	0
8	11486616	+	1	0	0	0
8	11486652	+	1	0	0	0
8	11503298	+	0	2	0	0
8	11503305	+	5	132	0	0
8	11531461	+	1	0	0	0
8	11531516	+	1	0	0	0
8	11538207	+	0	1	0	0
8	11657206	+	1	0	0	0
8	11664593	-	2	6	0	0
8	11664763	+	0	6	0	0
8	11665380	+	0	1	0	0
8	11866282	+	0	1	0	0
8	11924013	+	0	1	0	0
8	12201105	-	0	1	0	0
8	12347986	+	0	1	0	0
8	12353558	-	0	1	0	0
8	12561352	-	1	0	0	0
8	12615086	-	0	1	0	0
8	12774635	+	0	1	0	0
8	12783821	+	7	63	0	0
8	12783898	+	0	1	0	0
8	12902421	+	1	0	0	0
8	12923586	-	6	26	0	0
8	13034720	+	0	1	0	0
8	13046816	-	0	1	0	0
8	13139496	-	7	4	0	0
8	13204993	-	0	2	0	0
8	13217813	-	2	4	0	0
8	13217951	+	1	0	0	0
8	13279641	+	0	1	0	0
8	13335144	+	0	4	0	0
8	13339244	+	1	0	0	0
8	13373025	-	0	1	0	0
8	13373029	-	0	1	0	0
8	13373054	-	0	2	0	0
8	13373154	-	1	0	0	0
8	13373158	-	1	0	0	0
8	13373673	-	1	0	0	0
8	13373948	-	0	1	0	0
8	13374147	+	0	1	0	0
8	13374159	+	0	1	0	0
8	13374232	-	2	0	0	0
8	13374342	+	0	1	0	0
8	13374526	-	1	1	0	0
8	13434811	-	0	1	0	0
8	13434812	-	0	1	0	0
8	13434813	-	1	0	0	0
8	13489625	+	0	1	0	0
8	13557011	+	0	1	0	0
8	13598084	-	1	0	0	0
8	13603779	-	0	1	0	0
8	13667637	-	0	2	0	0
8	13803653	-	0	1	0	0
8	13804315	-	0	1	0	0
8	13903454	-	0	1	0	0
8	13909038	+	0	2	0	0
8	14003905	+	0	1	0	0
8	14066145	+	2	0	0	0
8	14071699	+	0	1	0	0
8	14073340	-	0	2	0	0
8	14073351	-	1	0	0	0
8	14073378	-	2	1	0	0
8	14092178	-	0	3	0	0
8	14100898	-	0	1	0	0
8	14101077	-	1	0	0	0
8	14261254	-	0	3	0	0
8	14261255	-	6	4	0	0
8	14290256	-	0	1	0	0
8	14293117	+	0	2	0	0
8	14293250	+	0	2	0	0
8	14293283	+	1	0	0	0
8	14348643	-	0	1	0	0
8	14348812	-	1	0	0	0
8	14348813	-	0	1	0	0
8	14394038	-	1	0	0	0
8	14594240	-	0	2	0	0
8	14594263	-	0	1	0	0
8	14595166	-	6	13	0	0
8	14597231	-	0	1	0	0
8	14599900	+	0	2	0	0
8	14612806	+	0	2	0	0
8	14730075	+	0	1	0	0
8	14730097	+	1	1	0	0
8	14749690	+	0	1	0	0
8	14778606	+	0	3	0	0
8	14779047	+	1	0	0	0
8	14779616	+	0	1	0	0
8	14797977	+	0	1	0	0
8	14838811	-	0	1	0	0
8	14846591	-	0	1	0	0
8	14846834	+	4	3	0	0
8	15105104	+	2	0	0	0
8	15106602	-	0	1	0	0
8	15107987	+	0	2	0	0
8	15267768	-	0	1	0	0
8	15274691	-	0	1	0	0
8	15274991	+	1	3	0	0
8	15431354	-	0	1	0	0
8	15479251	-	0	1	0	0
8	15968539	+	0	7	0	0
8	16166059	-	0	1	0	0
8	16360915	+	0	1	0	0
8	16438830	-	0	2	0	0
8	16438831	-	2	2	0	0
8	16695308	+	0	1	0	0
8	16705729	-	1	0	0	0
8	16745356	+	0	1	0	0
8	16758780	-	0	1	0	0
8	16758956	-	0	3	0	0
8	16758983	-	1	0	0	0
8	16759844	-	1	0	0	0
8	16762814	+	0	4	0	0
8	16856357	-	0	1	0	0
8	16857353	+	5	38	0	0
8	16919673	+	5	16	0	0
8	16919674	+	0	5	0	0
8	16919708	+	0	2	0	0
8	16919727	+	0	8	0	0
8	16920204	-	0	1	0	0
8	16920427	+	7	19	0	0
8	16920430	+	3	12	0	0
8	16920481	+	0	3	0	0
8	16920576	+	1	0	0	0
8	16997933	-	0	1	0	0
8	17002325	-	0	1	0	0
8	17058445	+	1	0	0	0
8	17062404	-	1	0	0	0
8	17065125	-	0	2	0	0
8	17073384	-	0	1	0	0
8	17073573	-	0	3	0	0
8	17191364	+	0	5	0	0
8	17191367	+	0	6	0	0
8	17304824	-	1	0	0	0
8	17310690	+	0	1	0	0
8	17363531	+	3	3	0	0
8	17394564	-	1	0	0	0
8	17423071	-	0	2	0	0
8	17428356	-	0	2	0	0
8	17428611	-	0	1	0	0
8	17673840	-	0	3	0	0
8	17875280	+	1	0	0	0
8	17875283	+	0	1	0	0
8	17876815	+	0	1	0	0
8	17877135	-	1	0	0	0
8	17878984	+	0	3	0	0
8	17940781	-	1	0	0	0
8	17969864	-	1	0	0	0
8	17972981	-	2	0	0	0
8	17973386	-	1	0	0	0
8	17983392	+	0	2	0	0
8	17986948	-	1	0	0	0
8	18151942	+	0	1	0	0
8	18152259	+	0	1	0	0
8	18204317	-	0	1	0	0
8	18237983	+	0	2	0	0
8	18258113	+	0	1	0	0
8	18261115	-	1	0	0	0
8	18353608	-	0	2	0	0
8	18372266	+	0	1	0	0
8	18375135	-	0	5	0	0
8	18375136	-	1	6	0	0
8	18436424	+	0	1	0	0
8	18437649	-	1	13	0	0
8	18453448	+	0	1	0	0
8	18613065	+	1	0	0	0
8	18614990	+	0	3	0	0
8	18776428	-	2	7	0	0
8	18781472	+	3	0	0	0
8	18895360	-	0	1	0	0
8	18969679	+	0	1	0	0
8	18970072	+	0	3	0	0
8	19125936	-	0	1	0	0
8	19126920	-	0	1	0	0
8	19236388	+	0	4	0	0
8	19467245	+	0	1	0	0
8	19518067	+	0	2	0	0
8	19571503	-	0	1	0	0
8	19572471	-	0	14	0	0
8	19707712	-	1	0	0	0
8	19708994	+	0	1	0	0
8	19857980	+	0	1	0	0
8	19862853	-	0	1	0	0
8	19949923	+	5	0	0	0
8	20036479	-	0	1	0	0
8	20676071	+	0	2	0	0
8	20823484	-	1	1	0	0
8	20841769	+	1	0	0	0
8	20963252	-	1	0	0	0
8	20966341	-	0	1	0	0
8	21106790	-	0	2	0	0
8	21109835	-	0	1	0	0
8	21294774	-	0	1	0	0
8	21394352	-	1	2	0	0
8	21394691	-	1	0	0	0
8	21450254	+	4	10	0	0
8	21451873	+	1	0	0	0
8	21602176	-	0	1	0	0
8	21620378	-	0	1	0	0
8	21662777	-	1	0	0	0
8	21671291	+	1	1	0	0
8	21704953	-	3	1	0	0
8	21713060	-	0	1	0	0
8	21713064	-	0	1	0	0
8	21715575	+	0	1	0	0
8	21765422	-	1	0	0	0
8	21824091	-	0	1	0	0
8	21871848	+	1	0	0	0
8	21881601	-	1	0	0	0
8	21953916	+	2	5	0	0
8	22179566	-	0	2	0	0
8	22194043	+	1	0	0	0
8	22254260	+	0	1	0	0
8	22650297	-	1	0	0	0
8	22655205	-	1	0	0	0
8	22691666	-	0	5	0	0
8	22820758	+	0	1	0	0
8	22847711	+	0	1	0	0
8	23161658	-	1	0	0	0
8	23170776	+	1	0	0	0
8	23426363	-	0	1	0	0
8	23428766	-	0	1	0	0
8	23432852	-	0	1	0	0
8	23666911	-	1	1	0	0
8	23781899	-	0	2	0	0
8	23892897	+	0	2	0	0
8	23893166	-	0	1	0	0
8	23893452	+	1	0	0	0
8	23962107	+	0	1	0	0
8	23963254	+	0	1	0	0
8	23970079	-	0	2	0	0
8	24078965	-	1	0	0	0
8	24342115	+	0	3	0	0
8	24342118	+	0	4	0	0
8	24344500	-	1	0	0	0
8	24344799	-	0	2	0	0
8	24344891	-	0	1	0	0
8	24344892	-	0	1	0	0
8	24345452	+	35	66	0	0
8	24352282	-	1	1	0	0
8	24353018	+	1	0	0	0
8	24353548	-	0	1	0	0
8	24478384	-	0	1	0	0
8	24480246	-	0	1	0	0
8	24535212	+	1	2	0	0
8	24535604	-	0	1	0	0
8	24535996	+	0	1	0	0
8	24545306	+	0	2	0	0
8	24724825	+	1	2	0	0
8	24725341	-	0	2	0	0
8	25014808	+	0	2	0	0
8	25124260	+	0	1	0	0
8	25126891	+	1	0	0	0
8	25132245	-	2	0	0	0
8	25137009	+	0	1	0	0
8	25338756	+	0	1	0	0
8	25339539	-	0	1	0	0
8	25349327	-	1	0	0	0
8	25354892	-	0	2	0	0
8	25354937	-	1	0	0	0
8	25354941	-	1	0	0	0
8	25429832	-	0	1	0	0
